,group_code,food_group,cod_item,food_description,group_eng,desc_eng
329,6,Frutas,6804701,TAPEREBA / TAPERIBA / CAJA-MIRIM / CAJA-PEQUENO,Fruit,TAPEREBA / TAPERIBA / CAJA-MIRIM / CAJA-SMALL
330,6,Frutas,6805101,ARATICUM,Fruit,ARATICUM
331,6,Frutas,6804602,CAJARANA,Fruit,CAJARANA
332,6,Frutas,6804501,CEREJA,Fruit,CHERRY
333,6,Frutas,6802407,LARANJINHA JAPONESA / QUINCAN / KINKAN,Fruit,JAPANESE ORANGE / QUINCAN / KINKAN
334,6,Frutas,6808101,ABRICO,Fruit,APRICOT
335,6,Frutas,6802305,GRAPEFRUIT / TORANJA,Fruit,GRAPEFRUIT / Grapefruit
336,6,Frutas,6802227,MARICOTA,Fruit,MARICOTA
337,6,Frutas,6806801,PITANGA,Fruit,PITANGA
338,6,Frutas,6810402,FISALIS,Fruit,FISALIS
339,6,Frutas,6810201,JAMELAO (JAMBURAO),Fruit,JAMELAO (JAMBURAO)
340,7,"Oleaginosas (castanhas, nozes, amendoins)",6600501,AMENDOA,"Oilseeds (chestnuts, walnuts, peanuts)",ALMOND
341,7,"Oleaginosas (castanhas, nozes, amendoins)",6600801,CASTANHA DE CAJU,"Oilseeds (chestnuts, walnuts, peanuts)",CASHEW NUT
342,7,"Oleaginosas (castanhas, nozes, amendoins)",6600701,CASTANHA DO PARA,"Oilseeds (chestnuts, walnuts, peanuts)",PARA CHESTNUT
343,7,"Oleaginosas (castanhas, nozes, amendoins)",6602502,"CASTANHAS E SEMENTES, MISTURA","Oilseeds (chestnuts, walnuts, peanuts)","CHESTNUTS AND SEEDS, MIXTURE"
344,7,"Oleaginosas (castanhas, nozes, amendoins)",6600104,COCO SECO,"Oilseeds (chestnuts, walnuts, peanuts)",DRIED COCONUT
345,7,"Oleaginosas (castanhas, nozes, amendoins)",6301001,AMENDOIM (EM GRAO) (IN NATURA),"Oilseeds (chestnuts, walnuts, peanuts)",PEANUT (IN GRAIN) (IN NATURA)
346,7,"Oleaginosas (castanhas, nozes, amendoins)",6302002,LINHACA,"Oilseeds (chestnuts, walnuts, peanuts)",LINSEED
347,7,"Oleaginosas (castanhas, nozes, amendoins)",6600401,PINHAO,"Oilseeds (chestnuts, walnuts, peanuts)",PINION
348,7,"Oleaginosas (castanhas, nozes, amendoins)",6602301,BURITI,"Oilseeds (chestnuts, walnuts, peanuts)",BURITI
349,7,"Oleaginosas (castanhas, nozes, amendoins)",7009102,GERGELIM,"Oilseeds (chestnuts, walnuts, peanuts)",SESAME
350,7,"Oleaginosas (castanhas, nozes, amendoins)",6601108,TUCUMA,"Oilseeds (chestnuts, walnuts, peanuts)",TUCUMA
351,7,"Oleaginosas (castanhas, nozes, amendoins)",6602401,COCO NAO ESPECIFICADO,"Oilseeds (chestnuts, walnuts, peanuts)",COCO NOT SPECIFIED
352,7,"Oleaginosas (castanhas, nozes, amendoins)",6602001,CASTANHA DA INDIA,"Oilseeds (chestnuts, walnuts, peanuts)",INDIA CHESTNUT
353,7,"Oleaginosas (castanhas, nozes, amendoins)",6305001,CHIA,"Oilseeds (chestnuts, walnuts, peanuts)",CHIA
354,7,"Oleaginosas (castanhas, nozes, amendoins)",6602501,CASTANHAS NAO ESPECIFICADAS,"Oilseeds (chestnuts, walnuts, peanuts)",NOT SPECIFIED CHESTNUTS
355,7,"Oleaginosas (castanhas, nozes, amendoins)",6601803,COCO PUPUNHA,"Oilseeds (chestnuts, walnuts, peanuts)",COCO PUPUNHA
356,7,"Oleaginosas (castanhas, nozes, amendoins)",6601501,NOZ,"Oilseeds (chestnuts, walnuts, peanuts)",NUT
357,7,"Oleaginosas (castanhas, nozes, amendoins)",6302001,SEMENTE DE LINHACA,"Oilseeds (chestnuts, walnuts, peanuts)",FLY SEED
358,7,"Oleaginosas (castanhas, nozes, amendoins)",6600702,CASTANHA DO BRASIL,"Oilseeds (chestnuts, walnuts, peanuts)",BRAZIL NUTS
359,7,"Oleaginosas (castanhas, nozes, amendoins)",6600703,NOZES DO PARA,"Oilseeds (chestnuts, walnuts, peanuts)",PARA NUTS
360,7,"Oleaginosas (castanhas, nozes, amendoins)",6380001,SEMENTES DE GIRASSOL,"Oilseeds (chestnuts, walnuts, peanuts)",SUNFLOWER SEEDS
361,7,"Oleaginosas (castanhas, nozes, amendoins)",6603201,"TAHINI, PASTA","Oilseeds (chestnuts, walnuts, peanuts)","TAHINI, PASTA"
362,7,"Oleaginosas (castanhas, nozes, amendoins)",6303201,SEMENTES DE ABOBORA,"Oilseeds (chestnuts, walnuts, peanuts)",PUMPKIN SEEDS
363,7,"Oleaginosas (castanhas, nozes, amendoins)",6903303,AMENDOIM APIMENTADO,"Oilseeds (chestnuts, walnuts, peanuts)",SPICY PEANUTS
364,7,"Oleaginosas (castanhas, nozes, amendoins)",6600301,CASTANHA PORTUGUESA,"Oilseeds (chestnuts, walnuts, peanuts)",PORTUGUESE CHESTNUT
365,7,"Oleaginosas (castanhas, nozes, amendoins)",6903208,AMENDOIM AMANTEIGADO,"Oilseeds (chestnuts, walnuts, peanuts)",BUTTERED PEANUTS
366,7,"Oleaginosas (castanhas, nozes, amendoins)",6601707,JUCARA,"Oilseeds (chestnuts, walnuts, peanuts)",JUCARA
367,7,"Oleaginosas (castanhas, nozes, amendoins)",6601902,BACABA,"Oilseeds (chestnuts, walnuts, peanuts)",BACABA
368,7,"Oleaginosas (castanhas, nozes, amendoins)",6600101,COCO DA BAHIA,"Oilseeds (chestnuts, walnuts, peanuts)",COCO DA BAHIA
369,7,"Oleaginosas (castanhas, nozes, amendoins)",6903304,AMENDOIM COZIDO,"Oilseeds (chestnuts, walnuts, peanuts)",BAKED PEANUTS
370,7,"Oleaginosas (castanhas, nozes, amendoins)",6503702,AMENDOIM MOIDO,"Oilseeds (chestnuts, walnuts, peanuts)",GROUND PEANUTS
371,7,"Oleaginosas (castanhas, nozes, amendoins)",6600105,COCO VERDE,"Oilseeds (chestnuts, walnuts, peanuts)",GREEN COCONUT
372,7,"Oleaginosas (castanhas, nozes, amendoins)",6601712,JUSSARA,"Oilseeds (chestnuts, walnuts, peanuts)",JUSSARA
373,7,"Oleaginosas (castanhas, nozes, amendoins)",6601213,BOCAIUVA,"Oilseeds (chestnuts, walnuts, peanuts)",BOCAIUVA
374,7,"Oleaginosas (castanhas, nozes, amendoins)",6600912,BUTIA,"Oilseeds (chestnuts, walnuts, peanuts)",BUTIA
375,7,"Oleaginosas (castanhas, nozes, amendoins)",6600901,COCO OURICURI,"Oilseeds (chestnuts, walnuts, peanuts)",COCO OURICURI
376,7,"Oleaginosas (castanhas, nozes, amendoins)",6600913,LICURI,"Oilseeds (chestnuts, walnuts, peanuts)",LICURI
377,7,"Oleaginosas (castanhas, nozes, amendoins)",6602201,PISTACHE,"Oilseeds (chestnuts, walnuts, peanuts)",PISTACHIO
378,7,"Oleaginosas (castanhas, nozes, amendoins)",6603001,NOZ PECAN,"Oilseeds (chestnuts, walnuts, peanuts)",NOZZLE PECAN
379,7,"Oleaginosas (castanhas, nozes, amendoins)",6600601,AVELA,"Oilseeds (chestnuts, walnuts, peanuts)",HAZELNUT
380,7,"Oleaginosas (castanhas, nozes, amendoins)",6906404,POLPA DE COCO,"Oilseeds (chestnuts, walnuts, peanuts)",COCONUT PULP
381,7,"Oleaginosas (castanhas, nozes, amendoins)",6601002,COCO BABACU,"Oilseeds (chestnuts, walnuts, peanuts)",COCO BABACU
382,8,Farinhas e massas,6500401,AVEIA EM FLOCOS,Flours and pastas,ROLLED OATS
383,8,Farinhas e massas,6904502,BEIJU,Flours and pastas,KISS
384,8,Farinhas e massas,6501401,FARINHA DE MANDIOCA,Flours and pastas,CASSAVA FLOUR
385,8,Farinhas e massas,8502901,FAROFA PRONTA,Flours and pastas,PHONES
386,8,Farinhas e massas,6503401,MACARRAO,Flours and pastas,NOODLE
387,8,Farinhas e massas,8502201,FAROFA,Flours and pastas,CRUMBS
388,8,Farinhas e massas,8502202,FAROFA COM CARNE  / LINGUICA/  BACON,Flours and pastas,FLOUR WITH BEEF / LANGUAGE / BACON
389,8,Farinhas e massas,8500921,LASANHA,Flours and pastas,LASAGNA
390,8,Farinhas e massas,8581503,MACARRAO COM QUEIJO,Flours and pastas,PASTA WITH CHEESE
391,8,Farinhas e massas,8581509,MACARRAO CREMOSO / SUGO / TOMATE,Flours and pastas,CREAMY MACARRAO / SUGO / TOMATO
392,8,Farinhas e massas,6504802,MACARRAO INSTANTANEO,Flours and pastas,INSTANT NOODLES
393,8,Farinhas e massas,8500919,MACARRONADA,Flours and pastas,PASTA
394,8,Farinhas e massas,6504801,MIOJO,Flours and pastas,RAMEN NOODLES
395,8,Farinhas e massas,8500913,PANQUECA,Flours and pastas,PANCAKE
396,8,Farinhas e massas,6500902,SUCRILHOS DE MILHO,Flours and pastas,CORN BREEDS
397,8,Farinhas e massas,8080101,TAPIOCA,Flours and pastas,TAPIOCA
398,8,Farinhas e massas,6501516,TAPIOCA DE GOMA,Flours and pastas,TAPIOCA OF GUM
399,8,Farinhas e massas,6500903,CEREAL MATINAL DE MILHO EM FLOCOS,Flours and pastas,MAIZE CEREAL IN FLAKES
400,8,Farinhas e massas,6501415,FARINHA DE AGUA,Flours and pastas,WATER FLOUR
401,8,Farinhas e massas,6502001,FARINHA LACTEA,Flours and pastas,LACTEA FLOUR
402,8,Farinhas e massas,6504101,GRANOLA,Flours and pastas,GRANOLA
403,8,Farinhas e massas,8500904,LAZANHA,Flours and pastas,LEISURE
404,8,Farinhas e massas,6504701,MIX DE CEREAIS,Flours and pastas,MIX OF CEREALS
405,8,Farinhas e massas,6502101,NESTON,Flours and pastas,NESTON
406,8,Farinhas e massas,6500301,FARINHA DE AVEIA,Flours and pastas,OATMEAL FLOUR
407,8,Farinhas e massas,8502204,FAROFA COM OVOS,Flours and pastas,FAROFA WITH EGGS
408,8,Farinhas e massas,6502102,FLOCOS DE CEREAIS,Flours and pastas,CEREAL FLAKES
409,8,Farinhas e massas,8581504,MACARRAO AO ALHO E OLEO,Flours and pastas,PASTA WITH GARLIC AND OIL
410,8,Farinhas e massas,6573225,MACARRAO COM CARNE,Flours and pastas,PASTA WITH MEAT
411,8,Farinhas e massas,8506001,FAROFA DE BANANA,Flours and pastas,BANANA CRUMBS
412,8,Farinhas e massas,6573239,MACARRONESE,Flours and pastas,MACARRONESE
413,8,Farinhas e massas,6573242,MASSA / MACARRAO INTEGRAL,Flours and pastas,INTEGRAL PASTA / MACARRAO
414,8,Farinhas e massas,8006101,CREPE,Flours and pastas,CREPE
415,8,Farinhas e massas,6501416,CRUERA/ CRUEIRA,Flours and pastas,CRUERA / CRUEIRA
416,8,Farinhas e massas,6501304,FIBRA DE CEREAL TRIGO,Flours and pastas,WHEAT CEREAL FIBER
417,8,Farinhas e massas,6502106,FLOCOS NAO ESPECIFICADO,Flours and pastas,NOT SPECIFIED FLAKES
418,8,Farinhas e massas,8581505,MACARRAO COM FRANGO OU GALINHA,Flours and pastas,MACARONI WITH CHICKEN OR CHICKEN
419,8,Farinhas e massas,6573226,MACARRAO COM PEIXE / ATUM / SARDINHA,Flours and pastas,MACARRAO WITH FISH / TUNA / SARDINES
420,8,Farinhas e massas,8581511,MACARRAO COM SALSICHA,Flours and pastas,PASTA WITH SAUSAGE
421,8,Farinhas e massas,6500201,FLOCOS DE ARROZ,Flours and pastas,RICE FLAKES
422,8,Farinhas e massas,6501301,GERME DE TRIGO,Flours and pastas,WHEAT GERM
423,8,Farinhas e massas,6904501,SAROLHO,Flours and pastas,SAILING
424,8,Farinhas e massas,8511901,LASANHA / LAZANHA DE BERINGELA,Flours and pastas,EGGPLANTY LASAGNE / LEISURE
425,8,Farinhas e massas,8581506,MACARRAO COM LEGUMES,Flours and pastas,PASTA WITH VEGETABLES
426,8,Farinhas e massas,7701406,YAKISSOBA,Flours and pastas,RAMEN SOUP
427,8,Farinhas e massas,8512101,LASANHA / LAZANHA DE FRANGO OU GALINHA,Flours and pastas,CHICKEN OR CHICKEN LASAGNE / LEISURE
428,8,Farinhas e massas,8581507,MACARRAO COM LINGUICA,Flours and pastas,PASTA WITH SAUSAGE
429,8,Farinhas e massas,8581508,MACARRAO COM MOLHO BRANCO,Flours and pastas,PASTA WITH WHITE SAUCE
430,8,Farinhas e massas,8500906,CANELONI,Flours and pastas,CANELONI
431,8,Farinhas e massas,8500923,CAPELETTI DE FRANGO,Flours and pastas,CHICKEN CAPELETTI
432,8,Farinhas e massas,8511902,LASANHA / LASANHA DE BERINGELA COM CARNE,Flours and pastas,LASAGNA / EGGPLANT LASAGNE WITH MEAT
433,8,Farinhas e massas,8500905,NHOQUE,Flours and pastas,GNOCCHI
434,8,Farinhas e massas,8579256,RONDELE / RONDELI / RONDELLE,Flours and pastas,RONDELE / RONDELI / RONDELLE
435,8,Farinhas e massas,6573240,SALADA DE MACARRAO,Flours and pastas,PASTA SALAD
436,8,Farinhas e massas,6573241,SALADA DE MACARRAO COM MAIONESE,Flours and pastas,PASTA SALAD WITH MAYONNAISE
437,8,Farinhas e massas,8581701,YAKISSOBA DE CARNE,Flours and pastas,YAKISSOBA DE BEEF
438,8,Farinhas e massas,8512901,CANELONE DE QUEIJO,Flours and pastas,CHEESE CANNELONE
439,8,Farinhas e massas,8513001,CANELONE DE QUEIJO E PRESUNTO,Flours and pastas,CHEESE AND HAM CANNELONE
440,8,Farinhas e massas,8500907,CAPELETI,Flours and pastas,CAPELETI
441,8,Farinhas e massas,6500202,CROQUINHOS DE ARROZ,Flours and pastas,RICE CROQUINHOS
442,8,Farinhas e massas,8502206,FAROFA DE COUVE,Flours and pastas,FAROFA OF CABBAGE
443,8,Farinhas e massas,8512201,LASANHA / LAZANHA DE LEGUMES AO SUGO,Flours and pastas,VEGETABLES LASAGNE / SUGAR LEAVES
444,8,Farinhas e massas,8512301,LASANHA / LAZANHA DE QUEIJO E PRESUNTO,Flours and pastas,CHEESE AND HAM LASAGNE / HAZELNUTS
445,8,Farinhas e massas,8512401,LASANHA / LAZANHA QUATRO QUEIJOS,Flours and pastas,LASAGNE / LEISURE FOUR CHEESES
446,8,Farinhas e massas,8581501,MACARRAO COM CAMARAO,Flours and pastas,PASTA WITH SHRIMP
447,8,Farinhas e massas,8581502,MACARRAO COM FRUTOS DO MAR,Flours and pastas,MACARRAO WITH SEA FRUITS
448,8,Farinhas e massas,8581510,MACARRAO GRATINADO,Flours and pastas,GRATINATED PASTA
449,8,Farinhas e massas,8512801,CANELONE DE FRANGO,Flours and pastas,CHICKEN CANNELLONI
450,8,Farinhas e massas,8513201,CANELONE DE RICOTA,Flours and pastas,RICOTA CANNELONE
451,8,Farinhas e massas,6501410,FARINHA DE COPIOBA,Flours and pastas,COPIOBA FLOUR
452,8,Farinhas e massas,8502101,FAROFA PRONTA LIGHT,Flours and pastas,PHONES READY LIGHT
453,8,Farinhas e massas,8581401,MACARAO COM OVO,Flours and pastas,MACARONI WITH EGG
454,8,Farinhas e massas,6506302,MACARRAO INSTANTANEO LIGHT,Flours and pastas,INSTANT MACARRAO LIGHT
455,8,Farinhas e massas,8579257,RONDELE DE CAMARAO,Flours and pastas,RONDELE DE CAMARAO
456,8,Farinhas e massas,8581702,YAKISSOBA DE FRANGO,Flours and pastas,CHICKEN YAKISSOBA
457,8,Farinhas e massas,8581706,YAKISSOBA DE LEGUMES,Flours and pastas,YAKISSOBA OF VEGETABLES
458,8,Farinhas e massas,6502109,FLOCOS DE TRIGO,Flours and pastas,WHEAT FLAKES
459,8,Farinhas e massas,6573243,MASSA / MACARRAO SEM GLUTEN,Flours and pastas,GLUTEN-FREE PASTA / MACARRAO
460,8,Farinhas e massas,8500909,RAVIOLI,Flours and pastas,RAVIOLI
461,8,Farinhas e massas,8581704,YAKISSOBA DE CAMARAO,Flours and pastas,YAKISSOBA DE CAMARAO
462,8,Farinhas e massas,6501303,FIBRA DE TRIGO,Flours and pastas,WHEAT FIBER
463,8,Farinhas e massas,8579259,RONDELE DE QUEIJO E PRESUNTO,Flours and pastas,CHEESE AND HAM RONDELE
464,8,Farinhas e massas,8500922,CAPELETTI DE CARNE,Flours and pastas,MEAT CAPELETTI
465,8,Farinhas e massas,8579253,RONDELE DE CARNE,Flours and pastas,MEAT RONDELE
466,8,Farinhas e massas,8512001,LASANHA / LAZANHA COM FRUTOS DO MAR,Flours and pastas,LASAGNE / LEISURE WITH SEA FRUITS
467,8,Farinhas e massas,8508004,LASANHA / LAZANHA LIGHT,Flours and pastas,LASAGNE / LAZANIA LIGHT
468,9,Panificados,8004001,BOLO DE LARANJA,Breads,ORANGE CAKE
469,9,Panificados,8000101,PAO FRANCES,Breads,PAO FRANCES
470,9,Panificados,8002201,BISCOITO SALGADO,Breads,SALTED BISCUIT
471,9,Panificados,8013301,BOLO DOCE COM RECHEIO E COBERTURA,Breads,SWEET CAKE WITH FILLING AND COVERAGE
472,9,Panificados,8000107,PAO CACETINHO,Breads,PAO CACETINHO
473,9,Panificados,8570328,PAO COM MANTEIGA,Breads,BREAD AND BUTTER
474,9,Panificados,8000105,PAO DE SAL,Breads,SALT BREAD
475,9,Panificados,8001501,PAO NAO ESPECIFICADO,Breads,PAO NOT SPECIFIED
476,9,Panificados,8002212,BISCOITO DE POLVILHO,Breads,CRISP BISCUIT
477,9,Panificados,8002301,BISCOITO DOCE,Breads,SWEET COOKIE
478,9,Panificados,8010501,BISCOITO DOCE DIET,Breads,SWEET DIET BISCUIT
479,9,Panificados,8010401,BISCOITO DOCE LIGHT,Breads,SWEET LIGHT BISCUIT
480,9,Panificados,8005201,BISCOITO NAO ESPECIFICADO,Breads,COOKIES NOT SPECIFIED
481,9,Panificados,8004801,BISCOITO RECHEADO,Breads,STUFFED COOKIE
482,9,Panificados,8002236,BISCOITO SALGADO INTEGRAL,Breads,WHOLE SALTED BISCUIT
483,9,Panificados,8000237,BISNAGUINHA,Breads,BISNAGUINHA
484,9,Panificados,8002334,BOLACHA DOCE,Breads,SWEET COOKIE
485,9,Panificados,8004810,BOLACHA RECHEADA,Breads,STUFFED COOKIE
486,9,Panificados,8002225,BOLACHA SALGADA,Breads,SALTY COOKIE
487,9,Panificados,8010125,BOLACHA SALGADA LIGHT,Breads,LIGHT SALTED COOKIE
488,9,Panificados,8003801,BOLO DE CHOCOLATE,Breads,CHOCOLATE CAKE
489,9,Panificados,8004101,BOLO DE COCO,Breads,COCONUT CAKE
490,9,Panificados,8002612,BOLO DE FUBA,Breads,CORNMEAL CAKE
491,9,Panificados,8002704,BOLO DE GOMA,Breads,GUM CAKE
492,9,Panificados,8002705,BOLO DE MANDIOCA,Breads,MANIOC CAKE
493,9,Panificados,8004603,BOLO SIMPLES,Breads,SIMPLE CAKE
494,9,Panificados,8004701,BROA,Breads,BROA
495,9,Panificados,8002503,CUCA DE QUALQUER TIPO,Breads,CUCA OF ANY KIND
496,9,Panificados,8000109,PAO CARECA,Breads,PAO CARECA
497,9,Panificados,8080001,PAO CASEIRO,Breads,HOMEBREAD
498,9,Panificados,8570329,PAO COM MARGARINA,Breads,BREAD WITH BUTTER
499,9,Panificados,8000501,PAO DE FORMA INDUSTRIALIZADO DE QUALQUER MARCA,Breads,INDUSTRIALIZED BREAD OF ANY BRAND
500,9,Panificados,8000106,PAO DE TRIGO,Breads,WHEAT BREAD
501,9,Panificados,8000201,PAO DOCE,Breads,SWEET BREAD
502,9,Panificados,8000208,PAO DOCE COM RECHEIO,Breads,SWEET BREAD WITH STUFFING
503,9,Panificados,8000249,PAO DOCE SEM RECHEIO,Breads,PAO DOCE WITHOUT FILL
504,9,Panificados,8001401,PAO INTEGRAL,Breads,WHOLE GRAIN BREAD
505,9,Panificados,8000158,PAOZINHO,Breads,ROLL
506,9,Panificados,8002002,ROSQUINHA DOCE,Breads,SWEET DONUT
507,9,Panificados,8003703,SONHO RECHEADO COBERTO COM ACUCAR,Breads,DREAM STUFFED COVERED WITH SUGAR
508,9,Panificados,8003704,SONHO RECHEADO COM COBERTURA DE CHOCOLATE,Breads,DREAM STUFFED WITH CHOCOLATE COVERAGE
509,9,Panificados,8001901,TORRADA DE QUALQUER PAO,Breads,TOAST OF ANY BREAD
510,9,Panificados,8002254,TORRADA INTEGRAL,Breads,WHOLEMEAL TOAST
511,9,Panificados,8003501,TORTAS DOCES DE QUALQUER SABOR,Breads,SWEET PIES OF ANY FLAVOR
512,9,Panificados,8010601,BOLO DE BANANA,Breads,BANANA CAKE
513,9,Panificados,8004201,BOLO DE CENOURA,Breads,CARROT CAKE
514,9,Panificados,8012901,BOLO DE CENOURA SEM RECHEIO COM COBERTURA,Breads,CARROT CAKE WITHOUT FILLING WITH COVER
515,9,Panificados,8002703,BOLO DE MACAXEIRA,Breads,MACAXEIRA CAKE
516,9,Panificados,8002601,BOLO DE MILHO,Breads,CORN CAKE
517,9,Panificados,8002702,BOLO DE TAPIOCA,Breads,TAPIOCA CAKE
518,9,Panificados,8004601,BOLO DE TRIGO,Breads,WHEAT CAKE
519,9,Panificados,8013201,BOLO DIET SIMPLES,Breads,SIMPLE DIET CAKE
520,9,Panificados,8013601,BROWNIE,Breads,BROWNIE
521,9,Panificados,8002227,CHIPS (SALGADINHOS),Breads,CHIPS
522,9,Panificados,8003702,FILHOS (BOLINHO DE FARINHA DE TRIGO E OVOS),Breads,CHILDREN (WHEAT AND EGG FLOUR COOKIE)
523,9,Panificados,8000157,PAO BRANCO NAO ESPECIFICADO,Breads,WHITE BREAD NOT SPECIFIED
524,9,Panificados,8000103,PAO DE HAMBURGUER,Breads,HAMBURGER BREAD
525,9,Panificados,8002001,ROSCA DOCE,Breads,SWEET DONUT
526,9,Panificados,8002246,"SALGADINHO DE MILHO (TIPO DORITOS, FANDANGOS, CHEETO",Breads,"CORN SNACKS (TYPE DORITOS, FANDANGOS, CHEETO"
527,9,Panificados,8002256,SALGADINHO TIPO TORCIDA,Breads,TWISTED SNACKS
528,9,Panificados,8002305,SEQUILHO,Breads,SEQUILHO
529,9,Panificados,8008305,BISCOITO WAFFER / WAFER LIGHT,Breads,WAFFER / WAFER LIGHT BISCUIT
530,9,Panificados,8002901,BOLO DE ARROZ,Breads,RICE CAKE
531,9,Panificados,8013001,BOLO DE CHOCOLATE COM RECHEIO E COBERTURA,Breads,CHOCOLATE CAKE WITH FILLING AND COVERAGE
532,9,Panificados,8002613,BOLO DE FUBA CREMOSO,Breads,CORNMEAL CREAMY CAKE
533,9,Panificados,8010605,BOLO DE LIMAO,Breads,LEMON CAKE
534,9,Panificados,8002509,BOLO DE ROLO,Breads,ROLL CAKE
535,9,Panificados,8002609,GRUSTOLI (BOLINHO DOCE),Breads,GRUSTOLI (SWEET COOKIE)
536,9,Panificados,8000213,PAO DE LEITE,Breads,MILK BREAD
537,9,Panificados,8001413,PAO FRANCES INTEGRAL,Breads,PAO FRANCES INTEGRAL
538,9,Panificados,8006801,PAO INTEGRAL LIGHT,Breads,PAO INTEGRAL LIGHT
539,9,Panificados,8002106,ROSQUINHA SALGADA,Breads,SALTED DUTY
540,9,Panificados,8004807,WAFFER / WAFER (BISCOITO),Breads,WAFFER / WAFER (COOKIE)
541,9,Panificados,8000229,PAO DE MEL,Breads,GINGERBREAD
542,9,Panificados,8000240,CROISSANT,Breads,CROISSANT
543,9,Panificados,8001101,PAO DE MILHO,Breads,CORN BREAD
544,9,Panificados,8010534,BOLACHA DOCE DIET,Breads,SWEET DIET COOKIE
545,9,Panificados,8010434,BOLACHA DOCE LIGHT,Breads,LIGHT SWEET COOKIE
546,9,Panificados,8502501,BOLINHO DE COCO,Breads,COCONUT COOKIE
547,9,Panificados,8012601,BOLO CUCA,Breads,CUCA CAKE
548,9,Panificados,8010602,BOLO DE ABACAXI,Breads,PINEAPPLE CAKE
549,9,Panificados,8012701,BOLO DE ABOBORA,Breads,PUMPKIN CAKE
550,9,Panificados,8002701,BOLO DE AIPIM,Breads,CASSAVA CAKE
551,9,Panificados,8002801,BOLO DE BATATA DOCE,Breads,SWEET POTATO CAKE
552,9,Panificados,8010604,BOLO DE FRUTA,Breads,FRUIT CAKE
553,9,Panificados,8013401,BOLO INGLES,Breads,ENGLISH CAKE
554,9,Panificados,8003902,BRIOCHE,Breads,BRIOCHE
555,9,Panificados,8012602,CUCA ALEMA,Breads,GERMAN TYPICAL CAKE
556,9,Panificados,8000234,PANETONE,Breads,PANETTONE
557,9,Panificados,8001408,PAO CACETINHO INTEGRAL,Breads,PAO CACETINHO INTEGRAL
558,9,Panificados,8001410,PAO CENTEIO INTEGRAL,Breads,WHOLE RYE BREAD
559,9,Panificados,8000102,PAO DAGUA,Breads,PAO DAGUA
560,9,Panificados,8011701,PAO DE BATATA,Breads,POTATO BREAD
561,9,Panificados,8001301,PAO DE CENTEIO,Breads,RYE BREAD
562,9,Panificados,8000223,PAO DE COCO,Breads,COCONUT BREAD
563,9,Panificados,8001412,PAO DE TRIGO INTEGRAL,Breads,WHOLE WHEAT BREAD
564,9,Panificados,8006601,PAO LIGHT (DE FORMA INDUSTRIALIZADO),Breads,PAO LIGHT (INDUSTRIALIZED)
565,9,Panificados,8001302,PAO PRETO NAO ESPECIFICADO,Breads,BLACK BREAD NOT SPECIFIED
566,9,Panificados,8011602,PAO SEM GLUTEN,Breads,GLUTEN-FREE BREAD
567,9,Panificados,8002252,TORRADA CENTEIO,Breads,RYE TOAST
568,9,Panificados,8002253,TORRADA DOCE,Breads,SWEET TOAST
569,9,Panificados,6917401,WAFFLE,Breads,WAFFLE
570,9,Panificados,8010101,BISCOITO SALGADO LIGHT,Breads,LIGHT SALTED BISCUIT
571,9,Panificados,8002302,CAVACO CHINES,Breads,CHINESE HORSE
572,9,Panificados,8013302,CUPCAKE,Breads,CUPCAKE
573,9,Panificados,8002217,GRESSINI / GRISSINI (PALITO DE PAO),Breads,GRESSINI / GRISSINI (BREAD STICK)
574,9,Panificados,8001407,PAO ARABE INTEGRAL,Breads,PAO ARABE INTEGRAL
575,9,Panificados,8001409,PAO CARECA INTEGRAL,Breads,PAO CARECA INTEGRAL
576,9,Panificados,8004602,PAO DE LO,Breads,PAO DE LO
577,9,Panificados,8001411,PAO DE SAL INTEGRAL,Breads,WHOLE SALT BREAD
578,9,Panificados,8006501,PAO DIET (DE FORMA INDUSTRIALIZADO),Breads,PAO DIET (INDUSTRIALIZED)
579,9,Panificados,8002508,ROCAMBOLE DOCE,Breads,SWEET ROCAMBOLE
580,9,Panificados,8004814,ROSQUINHA RECHEADA DE QUALQUER SABOR,Breads,ROSQUINHA FILLED WITH ANY FLAVOR
581,9,Panificados,8002255,SALGADINHO BATATA CHIPS (TIPO RUFFLES),Breads,CHIPS POTATO SALAD (RUFFLES TYPE)
582,9,Panificados,8002309,SOLDA/ SODA/ BOLACHA DE RAPADURA,Breads,WELDING / SODA / RAPADURA Wafers
583,9,Panificados,8003701,SONHO,Breads,DREAM
584,9,Panificados,8002306,TARECO,Breads,TARECO
585,9,Panificados,8007101,TORTAS DOCES DE QUALQUER SABOR DIET,Breads,SWEET PIES OF ANY DIET FLAVOR
586,9,Panificados,8012702,BOLO DE CENOURA COM RECHEIO E COBERTURA DE CHOCOLATE,Breads,CARROT CAKE WITH CHOCOLATE FILLING AND COVERAGE
587,9,Panificados,8000203,CHINEQUE,Breads,CHINEQUE
588,9,Panificados,8000245,PAO AUSTRALIANO,Breads,AUSTRALIAN BREAD
589,9,Panificados,8011601,PAO PARA WRAP,Breads,PAO FOR WRAP
590,9,Panificados,8002315,BREVIDADE,Breads,BREVITY
591,9,Panificados,8000145,PAO CIABATA,Breads,PAO CIABATA
592,9,Panificados,8008201,BOLO DE CENOURA DIET,Breads,DIET CARROT CAKE
593,9,Panificados,8004809,ALFAJORES (BISCOITO),Breads,ALFAJORES (COOKIE)
